stock_no,product_size,cost,product_type,buy_date,product_name
2288,3.0,413.66,food,2020-12-30,ice cream
2289,5.28,968.63,furniture,2016-09-17,desk
2290,7.54,82.02,furniture,2018-06-15,dining table
2291,5.42,639.67,food,2021-12-02,rice
2292,9.55,81.65,clothing,2020-10-11,underwear
2293,1.27,125.43,food,2015-11-27,quinoa
2294,4.15,420.36,food,2021-11-30,chicken
2295,5.22,37.46,clothing,2018-06-22,underwear
2296,8.92,362.8,furniture,2018-05-01,cot
2297,9.08,764.13,clothing,2018-02-21,t-shirt
2298,5.21,710.41,food,2021-05-20,noodles
2299,7.62,554.86,food,2018-04-30,quinoa
2300,7.66,136.23,clothing,2015-04-29,shirt
2301,6.18,6.3,food,2018-07-23,sauce
2302,2.37,662.97,food,2019-01-20,whey
2303,5.5,906.18,furniture,2019-12-03,desk
2304,4.12,689.24,clothing,2017-03-22,jeans
2305,7.21,640.14,furniture,2015-02-16,press
2306,7.92,468.85,clothing,2018-10-27,trousers
2307,1.76,772.02,food,2015-12-26,wrap
2308,4.6,939.99,clothing,2016-01-13,tie
2309,4.53,309.3,food,2018-11-18,yoghurt
2310,5.75,972.7,furniture,2015-11-02,press
2311,7.2,262.1,furniture,2019-12-18,dining table
2312,3.86,110.17,food,2021-09-05,ice cream
2313,2.11,197.3,food,2018-04-04,chicken
2314,3.94,969.76,clothing,2017-08-03,polo
2315,6.85,290.8,furniture,2019-10-26,dining table
2316,5.15,445.43,food,2020-06-12,ice cream
2317,9.47,77.15,furniture,2018-02-27,shelves
2318,8.57,517.32,furniture,2018-07-12,press
2319,4.71,927.35,clothing,2015-03-29,socks
2320,3.43,708.68,food,2018-11-03,quinoa
2321,2.95,494.35,clothing,2019-02-19,polo
2322,0.36,949.56,food,2021-01-20,yoghurt
2323,6.1,160.38,food,2016-05-08,quinoa
2324,0.81,537.71,furniture,2018-07-11,desk
2325,7.06,199.15,clothing,2017-09-10,shirt
2326,6.67,9.83,furniture,2019-09-26,dining table
2327,1.08,187.66,food,2016-04-20,beef
2328,1.87,591.79,food,2015-05-08,wrap
2329,9.92,554.89,furniture,2020-07-23,bed
2330,0.5,752.48,furniture,2016-03-27,press
2331,8.04,292.75,food,2017-10-31,rice
2332,6.32,128.41,food,2016-01-17,noodles
2333,0.09,229.29,furniture,2020-01-23,cot
2334,7.64,522.82,furniture,2021-02-14,cot
2335,4.83,868.88,clothing,2015-07-03,jeans
2336,5.89,33.6,clothing,2018-03-28,t-shirt
2337,0.28,725.94,furniture,2019-12-02,dining table
2338,9.82,574.24,furniture,2019-07-10,chair
2339,5.92,587.97,clothing,2016-08-10,t-shirt
2340,3.62,215.39,furniture,2015-01-07,bed
2341,1.67,374.06,food,2016-06-02,wrap
2342,6.29,837.44,clothing,2020-10-12,tie
2343,7.63,300.18,clothing,2018-11-05,underwear
2344,5.48,384.34,clothing,2019-08-08,shirt
2345,7.42,845.92,clothing,2016-04-27,trousers
2346,5.22,0.94,clothing,2015-05-29,underwear
2347,8.0,455.66,food,2019-05-08,whey
2348,4.51,201.81,clothing,2020-02-22,dress
2349,5.52,703.56,furniture,2020-12-24,sofa
2350,2.34,310.19,clothing,2016-01-01,shirt
2351,8.4,655.51,furniture,2017-05-22,sofa
2352,4.74,572.28,clothing,2016-03-15,trousers
2353,3.17,138.72,clothing,2015-07-26,socks
2354,8.5,575.31,clothing,2015-02-02,t-shirt
2355,1.6,894.06,food,2019-10-31,beef
2356,5.65,663.16,clothing,2016-11-20,polo
2357,3.78,949.36,clothing,2018-05-08,tie
2358,2.86,96.34,clothing,2017-09-20,jeans
2359,5.15,135.53,furniture,2021-07-30,bed
2360,8.03,264.37,food,2018-08-03,whey
2361,2.58,769.84,furniture,2019-12-11,dining table
2362,5.49,310.7,clothing,2016-02-19,shirt
2363,7.54,824.45,clothing,2018-12-03,t-shirt
2364,5.47,171.97,food,2021-12-25,yoghurt
2365,7.94,958.06,food,2021-05-16,sauce
2366,1.38,278.63,clothing,2018-06-09,socks
2367,2.16,928.87,furniture,2015-11-02,desk
2368,4.69,650.0,food,2020-05-06,wrap
2369,0.34,97.21,clothing,2020-05-11,jeans
2370,7.82,610.45,food,2018-10-16,rice
2371,1.33,863.79,furniture,2018-02-05,cot
2372,0.21,786.97,food,2019-06-18,noodles
2373,6.09,954.41,clothing,2021-02-11,tie
2374,5.73,446.37,furniture,2019-08-19,dining table
2375,0.09,654.26,clothing,2021-10-08,underwear
2376,0.55,533.84,food,2020-03-30,ice cream
2377,3.34,40.59,food,2021-01-29,quinoa
2378,0.01,5.73,furniture,2016-01-25,dining table
2379,8.73,442.6,food,2021-08-20,beef
2380,5.7,919.97,food,2017-10-28,roll
2381,0.98,184.07,food,2017-06-02,sauce
2382,0.52,722.16,clothing,2019-05-12,underwear
2383,5.53,406.61,furniture,2015-10-27,shelves
2384,4.14,545.7,food,2021-10-26,quinoa
2385,5.1,336.23,food,2017-06-06,chicken
2386,9.07,438.0,clothing,2017-02-25,socks
2387,4.49,522.49,furniture,2015-04-29,cot
2388,8.66,271.61,food,2021-07-01,noodles
2389,9.12,126.36,food,2021-05-06,yoghurt
2390,7.79,176.93,food,2017-09-22,beef
2391,2.28,241.75,furniture,2020-08-15,desk
2392,9.54,573.68,food,2019-02-22,bread
2393,0.29,606.91,clothing,2018-09-22,socks
2394,9.98,828.19,furniture,2017-11-10,bed
2395,1.09,919.01,food,2021-12-18,roll
2396,1.49,507.49,food,2017-08-23,bread
2397,8.33,682.84,food,2019-02-13,bread
2398,4.08,189.21,clothing,2016-11-03,skirt
2399,6.72,7.11,furniture,2019-02-25,desk
2400,3.73,379.95,food,2018-11-19,noodles
2401,7.23,687.73,furniture,2021-05-15,press
2402,6.01,519.7,food,2019-04-05,wrap
2403,9.92,414.88,food,2021-11-14,sauce
2404,1.39,312.37,furniture,2020-06-20,dining table
2405,7.7,592.49,food,2015-04-30,noodles
2406,4.19,589.85,food,2020-01-22,rice
2407,5.98,207.1,food,2019-12-28,sauce
2408,1.39,411.07,clothing,2015-03-17,shirt
2409,9.7,302.97,furniture,2017-12-14,desk
2410,5.8,117.6,food,2021-07-07,wrap
2411,8.03,588.9,clothing,2015-08-11,t-shirt
2412,6.69,576.35,clothing,2018-05-18,trousers
2413,2.35,593.83,clothing,2020-03-30,skirt
2414,5.01,670.71,clothing,2021-12-05,socks
2415,2.07,186.39,food,2015-08-14,yoghurt
2416,8.73,529.04,food,2015-03-09,yoghurt
2417,9.5,361.68,furniture,2021-12-15,shelves
2418,1.28,653.29,furniture,2015-01-18,bed
2419,0.22,360.3,furniture,2021-10-06,press
2420,7.23,593.11,clothing,2018-03-30,t-shirt
2421,2.68,125.36,furniture,2021-08-22,sofa
2422,5.18,995.98,food,2018-12-24,beef
2423,6.25,265.18,clothing,2019-07-20,trousers
2424,9.87,462.21,furniture,2017-02-03,shelves
2425,9.05,893.51,clothing,2018-08-08,t-shirt
2426,8.06,37.61,food,2021-11-22,sauce
2427,4.97,728.3,food,2019-01-11,roll
2428,1.31,513.7,food,2017-08-09,bread
2429,2.13,210.54,food,2016-11-26,chicken
2430,9.55,387.74,clothing,2019-12-24,tie
2431,2.02,349.6,clothing,2017-07-18,skirt
2432,3.53,113.68,food,2015-12-06,sauce
2433,0.14,644.26,food,2020-02-17,rice
2434,3.57,416.95,clothing,2019-09-01,jeans
2435,1.97,308.25,clothing,2020-02-20,tie
2436,9.53,409.15,clothing,2017-09-30,socks
2437,7.27,801.39,food,2015-01-18,rice
2438,7.86,761.05,clothing,2019-05-21,trousers
2439,4.33,428.67,clothing,2015-02-26,jeans
2440,0.32,9.28,food,2020-05-22,wrap
2441,8.39,170.09,furniture,2016-05-31,chair
2442,9.41,560.77,furniture,2018-08-21,sofa
2443,2.24,965.62,food,2015-01-30,whey
2444,4.07,546.12,furniture,2018-10-16,desk
2445,4.23,614.23,clothing,2020-11-25,underwear
2446,7.88,515.15,clothing,2019-08-31,underwear
2447,5.75,23.21,clothing,2019-12-28,trousers
2448,4.12,414.26,clothing,2021-05-27,underwear
2449,2.95,490.87,food,2019-11-09,rice
2450,5.39,761.33,clothing,2017-03-07,polo
2451,5.35,281.18,furniture,2015-12-09,sofa
2452,0.66,861.55,furniture,2017-09-13,desk
2453,9.39,806.48,clothing,2020-09-22,skirt
2454,8.95,445.95,furniture,2020-01-15,bed
2455,0.79,417.01,clothing,2017-10-06,underwear
2456,5.48,851.97,furniture,2018-03-31,dining table
2457,0.72,820.66,food,2020-11-02,wrap
2458,4.3,933.17,furniture,2015-12-09,cot
2459,9.55,30.4,clothing,2015-05-19,skirt
2460,0.78,73.03,furniture,2016-10-16,press
2461,3.43,426.16,furniture,2019-09-30,press
2462,6.17,205.79,food,2018-02-12,sauce
2463,2.99,146.5,clothing,2020-10-23,socks
2464,3.37,514.51,furniture,2019-02-15,sofa
2465,9.55,816.64,food,2019-08-08,rice
2466,7.94,127.9,furniture,2017-02-21,bed
2467,0.21,962.33,furniture,2019-07-04,shelves
2468,4.38,342.29,food,2018-08-26,quinoa
2469,7.69,364.9,clothing,2018-06-19,polo
2470,4.14,43.09,furniture,2016-10-15,desk
2471,9.06,11.91,clothing,2016-10-07,tie
2472,0.89,949.88,food,2018-08-20,yoghurt
2473,1.18,589.09,food,2021-09-22,sauce
2474,9.72,422.37,furniture,2021-01-07,bed
2475,7.8,199.52,food,2020-08-31,noodles
2476,2.53,122.55,furniture,2019-11-29,cot
2477,8.5,849.24,clothing,2017-03-09,underwear
2478,5.58,902.7,food,2021-11-28,beef
2479,0.53,54.85,food,2015-12-16,ice cream
2480,9.32,489.97,food,2021-07-17,bread
2481,5.86,550.25,furniture,2021-03-03,cot
2482,8.12,947.36,furniture,2020-01-26,press
2483,9.7,299.93,clothing,2017-12-24,polo
2484,3.06,657.13,food,2020-02-18,chicken
2485,5.53,796.22,food,2016-08-31,sauce
2486,1.26,202.2,food,2015-04-07,yoghurt
2487,0.1,144.9,food,2020-03-31,ice cream
2488,9.86,759.23,furniture,2018-06-22,shelves
2489,8.75,467.44,clothing,2018-12-11,tie
2490,5.72,271.1,furniture,2015-12-03,desk
2491,6.7,15.63,clothing,2020-02-09,jeans
2492,8.01,203.9,clothing,2016-04-22,socks
2493,6.13,458.78,furniture,2016-11-16,cot
2494,7.65,906.82,clothing,2015-08-18,dress
2495,5.52,696.53,furniture,2017-06-20,shelves
2496,7.77,548.61,food,2017-02-20,wrap
2497,8.37,327.06,clothing,2020-09-01,trousers
2498,3.72,269.03,food,2018-07-20,quinoa
2499,0.03,912.34,food,2019-08-20,bread
2500,2.95,837.89,food,2021-06-02,bread
2501,9.13,258.86,furniture,2018-09-13,cot
2502,5.47,852.88,furniture,2015-01-02,desk
2503,8.39,54.26,clothing,2017-05-18,underwear
2504,6.52,955.47,food,2020-06-02,whey
2505,2.38,254.51,food,2020-10-17,roll
2506,6.75,910.3,furniture,2016-03-31,chair
2507,0.27,860.21,clothing,2015-07-03,polo
2508,1.28,442.56,food,2020-03-27,quinoa
2509,9.35,134.48,food,2017-06-13,roll
2510,2.96,874.53,clothing,2018-09-25,dress
2511,1.23,711.4,furniture,2015-06-10,bed
2512,4.39,311.26,food,2016-12-21,ice cream
2513,3.37,27.6,food,2016-03-17,chicken
2514,7.94,475.31,furniture,2021-08-11,bed
2515,8.52,695.96,furniture,2017-05-08,bed
2516,5.15,113.14,clothing,2017-09-07,tie
2517,4.57,891.59,food,2019-09-22,chicken
2518,1.98,992.22,furniture,2021-08-15,dining table
2519,2.45,975.81,furniture,2021-01-01,sofa
2520,2.87,751.32,clothing,2017-04-22,dress
2521,8.61,679.04,furniture,2021-04-24,press
2522,1.11,606.49,furniture,2020-06-02,desk
2523,5.53,917.65,furniture,2021-12-28,cot
2524,7.38,994.1,furniture,2016-12-07,desk
2525,9.39,664.46,furniture,2015-08-31,chair
2526,7.15,860.57,clothing,2015-09-04,tie
2527,5.32,508.96,clothing,2015-01-26,polo
2528,1.11,808.77,furniture,2016-10-31,desk
2529,7.36,110.05,furniture,2017-08-14,chair
2530,4.25,613.67,clothing,2017-10-15,skirt
2531,9.06,309.8,furniture,2021-11-12,chair
2532,8.39,564.22,furniture,2017-01-27,cot
2533,6.4,980.95,food,2015-11-13,whey
2534,4.49,470.51,clothing,2017-08-17,tie
2535,9.9,433.45,clothing,2020-06-08,jeans
2536,8.18,840.87,food,2017-08-28,ice cream
2537,2.99,574.08,food,2017-02-05,wrap
2538,5.69,619.7,food,2017-07-17,sauce
2539,8.32,188.78,food,2019-10-23,roll
2540,5.76,524.98,furniture,2020-12-06,press
2541,4.19,596.38,furniture,2019-04-04,dining table
2542,5.06,618.06,clothing,2018-03-28,jeans
2543,9.34,938.83,food,2020-01-17,chicken
2544,4.42,257.51,clothing,2016-03-13,dress
2545,7.52,493.88,food,2019-04-18,yoghurt
2546,7.91,14.33,furniture,2019-01-22,bed
2547,6.53,872.08,food,2017-08-12,beef
2548,3.11,873.19,food,2021-01-27,wrap
2549,1.3,348.26,clothing,2017-01-24,shirt
2550,8.36,256.65,food,2019-12-08,quinoa
2551,6.79,917.84,furniture,2018-01-29,desk
2552,4.04,874.99,furniture,2015-09-27,bed
2553,1.09,88.59,food,2017-12-29,beef
2554,6.58,993.38,furniture,2016-08-11,press
2555,1.13,375.92,food,2019-07-18,roll
2556,4.25,201.08,furniture,2016-09-15,dining table
2557,2.16,28.31,clothing,2017-08-18,trousers
2558,4.74,561.51,furniture,2021-03-12,chair
2559,4.39,552.98,food,2020-08-26,bread
2560,5.59,654.4,clothing,2020-02-16,socks
2561,6.4,6.83,furniture,2017-03-27,sofa
2562,8.08,455.25,clothing,2018-10-14,trousers
2563,8.4,635.34,clothing,2021-06-24,socks
2564,4.32,126.29,furniture,2021-11-08,desk
2565,5.46,214.04,furniture,2021-08-23,press
2566,8.1,568.94,food,2016-03-05,quinoa
2567,8.82,86.06,food,2016-09-09,whey
2568,1.35,564.32,furniture,2021-09-02,chair
2569,3.74,439.57,furniture,2021-08-07,chair
2570,5.7,62.95,food,2021-07-16,roll
2571,7.5,345.32,food,2017-09-06,wrap
2572,9.67,420.08,furniture,2019-04-02,press
2573,7.2,997.54,furniture,2017-09-29,press
2574,6.28,883.44,furniture,2016-11-18,shelves
2575,6.64,730.21,furniture,2020-11-11,shelves
2576,5.44,516.89,clothing,2019-10-30,dress
2577,7.68,662.08,furniture,2015-09-12,press
2578,3.38,135.59,food,2019-07-31,ice cream
2579,5.93,351.12,food,2019-05-22,chicken
2580,6.65,696.58,clothing,2021-01-24,shirt
2581,4.12,310.62,clothing,2017-09-28,trousers
2582,5.07,747.14,food,2016-09-18,chicken
2583,9.42,212.24,furniture,2019-04-01,sofa
2584,3.29,547.88,clothing,2016-05-18,socks
2585,5.9,831.04,furniture,2020-03-17,cot
2586,8.23,119.03,furniture,2016-02-06,desk
2587,7.67,121.62,food,2017-11-19,beef
2588,3.54,115.12,clothing,2018-10-16,tie
2589,4.93,602.79,food,2016-02-19,bread
2590,1.08,32.59,furniture,2018-04-12,desk
2591,4.01,884.64,clothing,2015-11-02,skirt
2592,1.86,565.83,food,2016-08-16,wrap
2593,0.68,93.34,furniture,2021-04-17,desk
2594,8.95,115.58,food,2018-04-12,quinoa
2595,3.52,57.46,food,2015-03-02,sauce
2596,9.08,637.96,food,2021-04-16,bread
2597,4.29,279.85,clothing,2021-12-28,tie
2598,9.0,465.89,furniture,2018-08-09,sofa
2599,0.13,455.46,clothing,2015-01-14,socks
2600,7.81,261.94,food,2019-09-16,bread
2601,4.17,61.33,furniture,2021-03-06,chair
2602,8.62,985.73,food,2021-11-10,bread
2603,3.93,466.86,food,2016-05-30,rice
2604,7.77,847.71,food,2020-10-11,ice cream
2605,0.07,263.99,food,2017-05-12,rice
2606,7.64,13.76,clothing,2021-10-22,t-shirt
2607,7.65,865.32,clothing,2015-01-13,shirt
2608,2.14,860.98,food,2021-08-15,beef
2609,3.41,791.52,food,2017-07-26,noodles
2610,9.84,977.54,food,2018-01-14,noodles
2611,3.41,268.55,food,2019-08-04,yoghurt
2612,2.03,357.64,food,2021-09-10,bread
2613,7.25,918.83,clothing,2017-02-25,underwear
2614,2.38,853.42,clothing,2021-09-14,underwear
2615,7.8,352.7,clothing,2017-05-19,t-shirt
2616,8.73,676.98,clothing,2015-12-04,dress
2617,3.07,219.42,furniture,2021-02-27,press
2618,5.51,727.64,clothing,2016-12-08,skirt
2619,2.44,399.48,furniture,2018-09-13,cot
2620,5.52,89.88,furniture,2021-03-05,press
2621,9.82,511.73,clothing,2019-09-05,t-shirt
2622,0.83,828.54,food,2020-01-22,ice cream
2623,1.37,628.69,furniture,2018-08-11,cot
2624,5.57,914.7,clothing,2017-01-02,jeans
2625,2.54,115.67,clothing,2020-02-04,skirt
2626,7.98,313.77,clothing,2015-10-09,trousers
2627,0.88,258.11,clothing,2019-05-24,underwear
2628,0.15,614.99,food,2021-05-09,whey
2629,7.43,234.17,food,2016-03-16,roll
2630,9.97,98.56,furniture,2018-07-21,dining table
2631,2.56,894.45,food,2015-02-28,sauce
2632,1.6,955.37,furniture,2020-03-14,sofa
2633,4.48,659.72,food,2020-03-04,beef
2634,3.79,822.86,clothing,2015-11-10,jeans
2635,1.43,868.92,furniture,2015-01-24,press
2636,4.75,724.28,furniture,2020-08-05,sofa
2637,9.71,110.78,clothing,2019-06-08,skirt
2638,1.16,591.86,furniture,2016-06-30,shelves
2639,5.43,58.2,food,2017-09-08,roll
2640,4.69,551.69,furniture,2018-09-13,bed
2641,3.55,826.4,furniture,2016-10-31,chair
2642,2.28,756.81,food,2017-06-22,wrap
2643,8.39,378.58,clothing,2017-09-07,underwear
2644,6.04,392.5,furniture,2016-03-13,desk
2645,5.22,716.89,furniture,2019-12-25,desk
2646,3.96,160.38,furniture,2016-09-21,sofa
2647,2.81,780.56,clothing,2018-02-26,tie
2648,5.08,957.53,food,2016-07-02,whey
2649,1.44,63.14,furniture,2015-03-11,cot
2650,8.68,443.16,food,2016-05-18,bread
2651,5.41,115.4,food,2015-05-30,roll
2652,8.1,560.22,clothing,2015-08-30,jeans
2653,7.82,361.29,food,2021-12-10,whey
2654,0.27,639.73,furniture,2016-05-16,desk
2655,2.33,188.79,clothing,2015-11-25,dress
2656,8.12,358.57,furniture,2016-03-25,press
2657,9.88,15.04,food,2015-05-20,yoghurt
2658,1.38,127.7,food,2021-05-06,quinoa
2659,6.09,102.0,food,2019-02-25,rice
2660,2.46,369.86,furniture,2016-03-09,cot
2661,9.89,956.31,furniture,2019-07-16,bed
2662,2.46,369.32,food,2018-01-29,noodles
2663,5.31,127.73,furniture,2020-06-30,desk
2664,1.86,445.93,furniture,2019-01-14,cot
2665,4.72,169.81,furniture,2019-09-25,bed
2666,7.81,351.62,furniture,2017-11-12,dining table
2667,5.45,336.51,furniture,2021-03-01,cot
2668,7.52,755.52,furniture,2017-09-28,cot
2669,5.78,48.9,food,2019-03-13,rice
2670,6.95,270.24,furniture,2015-06-26,desk
2671,6.17,223.88,food,2020-04-04,wrap
2672,1.5,199.17,food,2016-03-12,quinoa
2673,0.34,715.25,clothing,2017-03-24,jeans
2674,1.91,540.33,food,2018-08-06,rice
2675,1.25,622.68,furniture,2018-05-03,shelves
2676,4.16,818.03,clothing,2020-12-22,tie
2677,9.28,565.78,clothing,2019-01-11,jeans
2678,6.81,299.32,clothing,2015-12-22,jeans
2679,8.7,441.06,clothing,2020-07-29,shirt
2680,0.86,548.92,food,2021-04-12,chicken
2681,2.86,900.91,furniture,2020-04-14,dining table
2682,4.45,641.59,clothing,2015-09-20,socks
2683,4.87,780.63,clothing,2017-03-02,polo
2684,5.04,513.43,clothing,2020-10-29,skirt
2685,9.2,906.68,clothing,2015-12-28,trousers
2686,3.59,320.1,furniture,2015-04-25,sofa
2687,0.62,973.4,food,2016-01-03,ice cream
2688,5.85,949.05,food,2021-02-08,ice cream
2689,8.14,146.36,clothing,2017-05-09,underwear
2690,0.47,207.5,food,2020-05-23,sauce
2691,8.56,747.12,clothing,2019-01-27,skirt
2692,1.98,877.57,clothing,2020-07-26,socks
2693,2.13,483.99,furniture,2016-10-27,shelves
2694,4.39,881.94,food,2017-04-24,sauce
2695,5.31,846.9,clothing,2021-07-09,jeans
2696,8.03,378.11,food,2019-10-31,whey
2697,8.56,433.49,furniture,2016-08-31,chair
2698,5.18,291.0,furniture,2021-04-01,cot
2699,2.97,561.66,food,2017-01-11,bread
2700,8.39,124.18,clothing,2020-05-29,t-shirt
2701,4.58,334.97,clothing,2020-12-12,t-shirt
2702,6.32,611.96,food,2021-06-08,chicken
2703,7.07,2.93,clothing,2018-02-28,t-shirt
2704,2.65,404.03,furniture,2018-01-10,cot
2705,1.25,322.66,food,2020-02-08,ice cream
2706,3.43,866.7,clothing,2016-01-12,polo
2707,7.34,967.9,clothing,2016-02-02,tie
2708,0.05,983.49,food,2015-08-30,yoghurt
2709,6.44,540.31,clothing,2020-11-27,trousers
2710,3.5,994.72,food,2016-09-12,bread
2711,3.81,986.48,furniture,2016-02-27,chair
2712,3.22,958.68,furniture,2015-08-13,press
2713,3.3,475.93,furniture,2015-07-25,press
2714,2.7,558.94,food,2019-07-05,roll
2715,8.94,26.37,food,2015-10-16,sauce
2716,6.48,27.55,food,2018-04-12,bread
2717,0.99,795.32,furniture,2018-10-22,dining table
2718,2.17,701.33,furniture,2016-10-02,cot
2719,6.27,96.96,clothing,2017-07-23,trousers
2720,4.71,771.01,clothing,2020-10-27,tie
2721,4.26,210.03,food,2017-11-05,quinoa
2722,1.51,366.45,furniture,2021-12-05,sofa
2723,3.65,389.42,food,2016-08-03,chicken
2724,3.9,988.76,clothing,2020-01-22,trousers
2725,9.64,20.77,food,2017-08-08,whey
2726,4.03,667.04,furniture,2019-11-27,shelves
2727,0.1,947.42,furniture,2016-01-23,shelves
2728,3.44,218.97,food,2016-05-03,yoghurt
2729,1.76,366.65,furniture,2020-03-07,dining table
2730,0.27,331.36,furniture,2019-08-26,chair
2731,7.92,768.13,clothing,2021-10-09,jeans
2732,1.73,831.84,furniture,2015-07-17,cot
2733,8.87,611.32,food,2018-02-24,rice
2734,2.9,886.37,clothing,2015-04-25,shirt
2735,0.54,884.0,clothing,2015-12-20,polo
2736,5.34,689.43,clothing,2015-01-15,trousers
2737,3.69,932.11,furniture,2016-10-06,shelves
2738,1.94,542.74,food,2021-04-15,chicken
2739,2.18,239.26,furniture,2021-07-01,shelves
2740,4.94,322.92,food,2019-07-13,chicken
2741,2.68,762.96,food,2017-02-27,noodles
2742,0.68,719.28,clothing,2017-03-12,polo
2743,7.56,785.2,food,2015-09-15,quinoa
2744,8.31,48.1,food,2017-12-31,quinoa
2745,9.69,292.81,furniture,2021-06-20,dining table
2746,5.86,661.49,food,2021-12-01,noodles
2747,3.76,270.26,furniture,2016-06-23,press
2748,5.46,453.75,food,2021-04-18,ice cream
2749,2.73,848.58,food,2017-09-04,chicken
2750,3.48,464.87,food,2016-11-20,ice cream
2751,7.98,356.66,clothing,2015-05-05,socks
2752,5.79,193.3,furniture,2017-02-24,shelves
2753,1.58,587.36,clothing,2019-04-17,trousers
2754,1.45,582.42,furniture,2017-04-09,bed
2755,0.75,38.82,furniture,2017-09-11,bed
2756,3.85,822.42,food,2021-12-07,roll
2757,7.51,194.53,food,2019-07-05,rice
2758,5.44,815.07,clothing,2017-02-22,shirt
2759,5.58,206.44,food,2017-06-21,quinoa
2760,3.79,962.62,food,2020-09-09,roll
2761,7.86,681.96,food,2015-08-11,quinoa
2762,3.91,69.21,clothing,2016-11-24,dress
2763,9.68,47.77,food,2020-05-22,whey
2764,3.52,713.34,clothing,2015-09-13,polo
2765,9.38,635.51,food,2019-04-12,yoghurt
2766,6.51,753.6,food,2019-02-18,noodles
2767,4.13,701.77,clothing,2017-01-01,socks
2768,5.54,544.95,clothing,2020-01-02,polo
2769,3.01,242.25,clothing,2019-11-24,skirt
2770,6.37,47.25,clothing,2021-03-11,jeans
2771,0.3,995.26,food,2016-01-14,whey
2772,8.22,123.01,clothing,2021-11-03,tie
2773,9.81,983.05,food,2021-08-05,ice cream
2774,3.28,158.97,food,2015-12-22,quinoa
2775,1.86,921.93,furniture,2018-06-12,dining table
2776,3.65,867.97,furniture,2017-05-22,cot
2777,6.22,992.6,food,2016-11-12,noodles
2778,3.31,550.47,food,2016-11-11,quinoa
2779,2.45,868.54,food,2020-11-16,wrap
2780,2.98,390.25,furniture,2018-01-08,bed
2781,9.61,576.34,furniture,2017-07-26,dining table
2782,9.64,178.9,clothing,2021-10-22,socks
2783,3.31,38.03,food,2019-03-27,yoghurt
2784,0.13,427.13,food,2020-01-01,whey
2785,5.88,218.3,furniture,2020-03-12,dining table
2786,3.65,825.05,clothing,2017-09-11,skirt
2787,6.63,859.13,clothing,2019-06-02,tie
2788,0.15,446.02,clothing,2016-04-13,jeans
2789,6.71,255.3,clothing,2017-08-06,t-shirt
2790,7.6,854.23,food,2015-11-14,rice
2791,0.92,773.91,clothing,2016-12-16,tie
2792,6.79,331.72,furniture,2015-07-12,press
2793,9.24,87.18,clothing,2019-10-24,polo
2794,8.73,387.85,food,2018-07-01,sauce
2795,4.99,206.58,furniture,2019-05-06,shelves
2796,1.54,322.91,furniture,2020-04-24,chair
2797,2.92,349.22,clothing,2018-09-18,polo
2798,2.37,862.95,clothing,2019-11-08,shirt
2799,0.27,626.02,food,2016-09-25,rice
2800,5.69,321.85,food,2019-02-09,rice
2801,2.86,661.72,food,2016-11-22,noodles
2802,7.18,91.71,food,2020-12-22,quinoa
2803,3.36,557.38,clothing,2015-01-18,skirt
2804,2.16,610.06,clothing,2019-09-11,polo
2805,5.67,699.83,clothing,2017-05-07,underwear
2806,1.09,930.12,food,2019-09-07,quinoa
2807,0.5,677.05,food,2018-11-26,sauce
2808,9.24,542.74,food,2021-08-25,bread
2809,9.07,141.03,clothing,2015-05-08,trousers
2810,3.57,386.53,furniture,2016-05-03,dining table
2811,3.05,804.1,food,2021-04-22,yoghurt
2812,9.0,431.27,clothing,2016-06-06,dress
2813,0.21,542.71,food,2020-10-10,beef
2814,8.02,13.22,food,2017-10-22,beef
2815,9.42,554.71,furniture,2016-07-01,press
2816,4.39,113.76,furniture,2021-01-07,desk
2817,0.38,227.12,clothing,2019-12-03,polo
2818,3.37,696.01,furniture,2017-08-30,cot
2819,0.52,32.44,furniture,2019-11-19,press
2820,0.49,846.09,furniture,2016-01-22,desk
2821,2.0,689.24,clothing,2015-11-17,jeans
2822,0.93,796.08,furniture,2016-12-17,bed
2823,6.45,616.58,furniture,2017-07-26,desk
2824,7.61,427.81,furniture,2021-09-29,bed
2825,4.81,498.74,clothing,2019-04-23,shirt
2826,7.43,17.58,furniture,2017-03-18,desk
2827,0.67,216.4,food,2019-05-29,quinoa
2828,6.81,855.96,food,2020-06-28,yoghurt
2829,2.29,726.68,clothing,2020-05-28,t-shirt
2830,4.61,962.87,furniture,2018-04-15,bed
2831,1.71,429.95,furniture,2020-05-12,chair
2832,6.99,907.15,food,2017-07-08,sauce
2833,1.68,221.23,food,2016-08-20,noodles
2834,1.24,925.45,clothing,2021-08-08,jeans
2835,0.41,807.19,food,2020-10-12,bread
2836,7.31,872.41,furniture,2017-02-12,bed
2837,3.87,990.66,clothing,2015-05-15,shirt
2838,9.19,378.6,clothing,2015-01-31,jeans
2839,1.12,777.92,food,2020-01-27,roll
2840,1.72,281.12,food,2016-07-23,sauce
2841,8.41,138.03,food,2016-01-21,ice cream
2842,7.25,257.47,furniture,2017-01-27,desk
2843,1.8,64.25,furniture,2017-12-28,cot
2844,3.29,546.08,clothing,2015-10-02,skirt
2845,3.52,469.72,food,2021-05-09,yoghurt
2846,6.78,877.53,furniture,2021-03-18,dining table
2847,7.9,313.66,furniture,2015-01-06,bed
